masterid,stationcode,latitude,longitude
910M25270,910M25270,32.60793,-116.80184
910M25271,910M25271,32.72926,-116.8194
910M25275,910M25275,32.61459,-117.03292
910M25279,910M25279,32.61207,-116.98411
910M25282,910M25282,32.68585,-116.8309
910M25283,910M25283,32.67661,-116.85434
910M25287,910M25287,32.72315,-116.84541
910M25288,910M25288,32.67845,-116.91566
910M25290,910M25290,32.66417,-116.81378
910M25295,910M25295,32.6695,-116.94321
910M25296,910M25296,32.57401,-117.06628
910M25303,910M25303,32.70191,-116.90059
910M25308,910M25308,32.60162,-117.11041
910M25314,910M25314,32.68955,-116.93077
910M25315,910M25315,32.59886,-116.97025
910M25319,910M25319,32.73239,-116.84964
910M25322,910M25322,32.69683,-116.77487
910M25331,910M25331,32.65965,-116.84533
910M25339,910M25339,32.60672,-117.03014
910M25343,910M25343,32.61792,-116.98338
910M25346,910M25346,32.68247,-116.84631
910M25347,910M25347,32.6686,-116.82453
910M25352,910M25352,32.6671,-116.92833
910M25354,910M25354,32.64381,-116.79632
910M25356,910M25356,32.60836,-117.09914
910M25359,910M25359,32.67661,-116.95209
910M25360,910M25360,32.58767,-117.10435
910M25367,910M25367,32.70277,-116.8956
910M25368,910M25368,32.60825,-116.9231
910M25372,910M25372,32.59051,-117.10758
910M25378,910M25378,32.68605,-116.93336
910M25379,910M25379,32.60807,-116.96285
910M25395,910M25395,32.66778,-116.86326
910M25398,910M25398,32.66458,-116.73307
910M25403,910M25403,32.61941,-116.9948
910M25407,910M25407,32.5999,-116.95955
910M25410,910M25410,32.67942,-116.85873
910M25411,910M25411,32.6524,-116.86056
910M25415,910M25415,32.69159,-116.86495
910M25416,910M25416,32.63505,-116.88518
910M25418,910M25418,32.65183,-116.77955
910M25423,910M25423,32.61767,-116.99144
910M25427,910M25427,32.5958,-116.95234
910M25428,910M25428,32.57604,-117.01761
910M25431,910M25431,32.68446,-116.90183
910M25432,910M25432,32.62894,-116.87247
910M25434,910M25434,32.67426,-116.77439
910M25436,910M25436,32.59157,-117.09706
910M25439,910M25439,32.66198,-116.93891
910M25443,910M25443,32.58934,-116.97689
910M25447,910M25447,32.68428,-116.89951
910M25448,910M25448,32.61067,-116.92547
910M25450,910M25450,32.70963,-116.78722
910M25459,910M25459,32.60432,-116.97993
910M25466,910M25466,32.72646,-116.79948
910M25471,910M25471,32.612,-116.96266
910M25474,910M25474,32.71523,-116.84253
910M25475,910M25475,32.67729,-116.84796
910M25479,910M25479,32.71089,-116.87072
910M25480,910M25480,32.67671,-116.9235
910M25482,910M25482,32.62865,-116.76713
910M25495,910M25495,32.68517,-116.91391
910M25496,910M25496,32.62166,-116.81825
910M25500,910M25500,32.60885,-117.06178
910M25507,910M25507,32.5985,-116.96508
910M25512,910M25512,32.62891,-116.88869
910M25514,910M25514,32.69126,-116.80655
910M25523,910M25523,32.6077,-116.98351
910M25531,910M25531,32.59718,-117.04019
910M25535,910M25535,32.61461,-116.98863
910M25538,910M25538,32.69331,-116.82876
910M25539,910M25539,32.64998,-116.83748
910M25543,910M25543,32.71535,-116.86035
910M25544,910M25544,32.67902,-116.91866
910M25546,910M25546,32.65443,-116.79804
910M25551,910M25551,32.67282,-116.94284
910M25552,910M25552,32.58422,-117.1032
910M25559,910M25559,32.69952,-116.90575
910M25564,910M25564,32.60195,-117.10648
910M25570,910M25570,32.69031,-116.93073
910M25571,910M25571,32.59965,-116.9733
910M25584,910M25584,32.57816,-117.02094
910M25587,910M25587,32.67722,-116.86618
910M25595,910M25595,32.6049,-117.04542
910M25602,910M25602,32.68142,-116.85675
910M25603,910M25603,32.66784,-116.8219
910M25607,910M25607,32.68193,-116.9198
910M25608,910M25608,32.67924,-116.9145
910M25610,910M25610,32.67226,-116.76804
910M25612,910M25612,32.61052,-117.09693
910M25615,910M25615,32.67044,-116.95529
910M25623,910M25623,32.70254,-116.89816
910M25624,910M25624,32.58987,-116.93167
910M25628,910M25628,32.5969,-117.10586
910M25632,910M25632,32.57621,-116.93411
910M25634,910M25634,32.68548,-116.9382
910M25635,910M25635,32.59604,-116.97451
910M25651,910M25651,32.67025,-116.86638
910M25654,910M25654,32.67535,-116.74681
910M25659,910M25659,32.61779,-116.99259
910M25663,910M25663,32.60299,-116.95418
910M25666,910M25666,32.69061,-116.86997
910M25667,910M25667,32.64159,-116.86772
910M25671,910M25671,32.69936,-116.86136
910M25672,910M25672,32.64236,-116.87424
910M25674,910M25674,32.64714,-116.78543
910M25679,910M25679,32.61911,-116.99572
910M25683,910M25683,32.60245,-116.94454
910M25684,910M25684,32.582,-117.01586
910M25687,910M25687,32.68771,-116.91422
910M25688,910M25688,32.62456,-116.85431
910M25692,910M25692,32.59506,-117.0916
910M25695,910M25695,32.66474,-116.9549
910M25699,910M25699,32.59014,-116.98365
910M25703,910M25703,32.68409,-116.89563
910M25704,910M25704,32.61163,-116.90572
910M25706,910M25706,32.71181,-116.79613
910M25715,910M25715,32.60298,-116.97687
910M25716,910M25716,32.57893,-116.88555
910M25718,910M25718,32.62252,-116.7937
910M25727,910M25727,32.61893,-116.97684
910M25730,910M25730,32.69203,-116.83709
910M25731,910M25731,32.67755,-116.85529
910M25735,910M25735,32.70878,-116.84853
910M25736,910M25736,32.67106,-116.92364
910M25738,910M25738,32.67049,-116.80859
910M25748,910M25748,32.57339,-117.0098
910M25751,910M25751,32.6825,-116.90999
910M25752,910M25752,32.60066,-116.86221
910M25763,910M25763,32.59914,-116.96335
910M25767,910M25767,32.70426,-116.88951
910M25770,910M25770,32.68058,-116.79849
910M25779,910M25779,32.66309,-116.87243
910M25787,910M25787,32.58993,-117.02113
910M25791,910M25791,32.61214,-116.98713
910M25794,910M25794,32.67921,-116.8456
910M25795,910M25795,32.62998,-116.81779
910M25796,910M25796,32.57255,-116.92802
910M25800,910M25800,32.67942,-116.91884
910M25802,910M25802,32.63609,-116.80931
910M25804,910M25804,32.60492,-117.09464
910M25807,910M25807,32.68084,-116.93734
910M25808,910M25808,32.583,-117.09269
910M25815,910M25815,32.6934,-116.91054
910M25816,910M25816,32.58471,-116.91826
910M25820,910M25820,32.60166,-117.12285
910M25823,910M25823,32.63372,-116.95399
910M25826,910M25826,32.68898,-116.94152
910M25827,910M25827,32.59817,-116.9735
910M25840,910M25840,32.58523,-117.01851
910M25843,910M25843,32.6732,-116.86582
910M25851,910M25851,32.60642,-117.00491
910M25858,910M25858,32.68401,-116.86441
910M25859,910M25859,32.66642,-116.83552
910M25863,910M25863,32.68233,-116.91885
910M25864,910M25864,32.66341,-116.89255
910M25866,910M25866,32.66709,-116.77282
910M25868,910M25868,32.60528,-117.09725
910M25871,910M25871,32.66373,-116.93932
910M25875,910M25875,32.61192,-116.95091
910M25879,910M25879,32.70288,-116.89195
910M25880,910M25880,32.59277,-116.89918
910M25882,910M25882,32.71612,-116.76376
910M25884,910M25884,32.59534,-117.11673
910M25891,910M25891,32.59661,-116.97384
910M25903,910M25903,32.62495,-116.98603
910M25907,910M25907,32.67557,-116.86408
910M25915,910M25915,32.61922,-116.99454
910M25919,910M25919,32.59832,-116.94764
910M25922,910M25922,32.68737,-116.86786
910M25923,910M25923,32.65408,-116.85669
910M25928,910M25928,32.61791,-116.99051
910M25933,910M25933,32.59107,-117.0908
910M25934,910M25934,32.66835,-116.94316
910M25938,910M25938,32.59138,-117.11729
910M25947,910M25947,32.61981,-116.9738
910M25950,910M25950,32.69435,-116.8536
910M25952,910M25952,32.62908,-116.78185
910M25954,910M25954,32.60582,-116.93604
910M25956,910M25956,32.69044,-116.91215
910M25960,910M25960,32.60303,-116.96318
910M25966,910M25966,32.60649,-116.9825
910M25968,910M25968,32.62521,-116.80702
910M25971,910M25971,32.61831,-116.97997
910M25973,910M25973,32.68996,-116.83864
910M25974,910M25974,32.71859,-116.84935
910M25975,910M25975,32.67585,-116.92091
910M25976,910M25976,32.65636,-116.80698
910M25980,910M25980,32.70139,-116.9022
910M25981,910M25981,32.60493,-116.83614
910M25984,910M25984,32.60112,-116.97429
910M25986,910M25986,32.7383,-116.84521
910M25988,910M25988,32.69094,-116.76069
910M25991,910M25991,32.66299,-116.85061
910M25998,910M25998,32.66102,-116.84319
910M26000,910M26000,32.66309,-116.92974
910M26002,910M26002,32.61207,-117.0991
910M26006,910M26006,32.60613,-116.92113
910M26021,910M26021,32.59583,-116.99295
910M26024,910M26024,32.63679,-116.89669
910M26030,910M26030,32.57929,-117.01318
910M26031,910M26031,32.68488,-116.90513
910M26032,910M26032,32.61501,-116.8619
910M26033,910M26033,32.67258,-116.78593
910M26037,910M26037,32.68241,-116.89299
910M26038,910M26038,32.60091,-116.87733
910M26039,910M26039,32.70797,-116.80081
910M26041,910M26041,32.60511,-116.98124
910M26047,910M26047,32.67701,-116.84834
910M26056,910M26056,32.628660000000004,-116.82086
910M26058,910M26058,32.60019,-117.06696
910M26062,910M26062,32.60988,-116.87775
910M26069,910M26069,32.58988,-117.04151
910M26077,910M26077,32.67451,-116.94304
910M26078,910M26078,32.57331,-117.06903
910M26083,910M26083,32.60496,-117.10555
910M26085,910M26085,32.68823,-116.93193
910M26094,910M26094,32.60125,-117.03531
910M26100,910M26100,32.6973,-116.9243
910M26102,910M26102,32.63477,-116.79831
910M26107,910M26107,32.70231,-116.89904
910M26110,910M26110,32.68295,-116.93639
910M26111,910M26111,32.5894,-116.96666
910M26117,910M26117,32.66873,-116.864
910M26118,910M26118,32.67581,-116.75647
910M26121,910M26121,32.60012,-116.95822
910M26123,910M26123,32.67976,-116.86006
910M26125,910M26125,32.70163,-116.86691
910M26127,910M26127,32.61569,-116.98929
910M26130,910M26130,32.59915,-116.94018
910M26133,910M26133,32.59359,-117.09668
910M26134,910M26134,32.65968,-116.9385
910M26146,910M26146,32.61085,-116.96268
910M26148,910M26148,32.72207,-116.83802
910M26149,910M26149,32.70301,-116.85201
910M26150,910M26150,32.63953,-116.76803
910M26154,910M26154,32.57273,-117.00959
910M26155,910M26155,32.68431,-116.91449
910M26160,910M26160,32.5988,-116.96428
910M26164,910M26164,32.69578,-116.80787
910M26166,910M26166,32.66092,-116.87062
910M26170,910M26170,32.61003,-116.98536
910M26172,910M26172,32.68105,-116.84479
910M26173,910M26173,32.6512,-116.827
910M26174,910M26174,32.67774,-116.91785
910M26180,910M26180,32.70069,-116.90454
910M26181,910M26181,32.59393,-116.91495
910M26191,910M26191,32.67462,-116.8679
910M26197,910M26197,32.66481,-116.8175
910M26201,910M26201,32.60143,-117.09686
910M26203,910M26203,32.66557,-116.94146
910M26207,910M26207,32.58487,-116.9196
910M26209,910M26209,32.59914,-117.10726
910M26219,910M26219,32.61829,-116.99381
910M26225,910M26225,32.65275,-116.88315
910M26229,910M26229,32.58343,-117.01773
910M26230,910M26230,32.61475,-116.85666
910M26236,910M26236,32.62936,-116.88197
910M26237,910M26237,32.70331,-116.78762
910M26242,910M26242,32.72788,-116.83532
910M26251,910M26251,32.62348,-116.98899
910M26269,910M26269,32.58949,-117.02041
910M26276,910M26276,32.57293,-117.07552
910M26281,910M26281,32.5999,-117.11502
910M26282,910M26282,32.63516,-116.94409
910M26284,910M26284,32.68756,-116.9406
910M26285,910M26285,32.60472,-116.9632
910M26293,910M26293,32.65325,-116.7323
910M26295,910M26295,32.62205,-116.96913
910M26297,910M26297,32.6795,-116.86251
910M26298,910M26298,32.68234,-116.9178
910M26299,910M26299,32.67136,-116.88503
910M26300,910M26300,32.66405,-116.7735
910M26304,910M26304,32.58228,-116.86622
910M26305,910M26305,32.70327,-116.89082
910M26307,910M26307,32.71717,-116.77518
910M26310,910M26310,32.59459,-116.96214
910M26316,910M26316,32.67843,-116.8626
910M26317,910M26317,32.64506,-116.75643
910M26321,910M26321,32.68916,-116.86539
910M26322,910M26322,32.64532,-116.84907
910M26323,910M26323,32.69243,-116.86426
910M26324,910M26324,32.59389,-116.95562
910M26333,910M26333,32.70405,-116.83583
910M26334,910M26334,32.64942,-116.90758
910M26336,910M26336,32.57471,-117.01046
910M26337,910M26337,32.67676,-116.75218
910M26340,910M26340,32.70459,-116.88055
910M26341,910M26341,32.7254,-116.80425
910M26344,910M26344,32.67599,-116.85384
910M26356,910M26356,32.67709,-116.94171
910M26358,910M26358,32.59495,-117.10768
910M26388,910M26388,32.71956,-116.85528
910M26389,910M26389,32.65327,-116.79042
910M26392,910M26392,32.60183,-116.96911
910M26394,910M26394,32.58092,-117.03138
910M26397,910M26397,32.68637,-116.84458
910M26398,910M26398,32.67683,-116.90119
910M26408,910M26408,32.64379,-116.87265
910M26409,910M26409,32.64388,-116.78014
910M26411,910M26411,32.68842,-116.91387
910M26413,910M26413,32.59495,-116.97565
910M26414,910M26414,32.68429,-116.89815
910M26416,910M26416,32.60375,-116.97863
910M26419,910M26419,32.67818,-116.84648
910M26420,910M26420,32.6734,-116.92316
910M26423,910M26423,32.60497,-116.8599
910M26432,910M26432,32.6793,-116.93881
910M26439,910M26439,32.60093,-117.00867
910M26445,910M26445,32.6859,-116.93873
910M26451,910M26451,32.60123,-116.95719
910M26453,910M26453,32.61875,-116.99709
910M26456,910M26456,32.59562,-117.09869
910M26472,910M26472,32.61774,-116.9853
910M26473,910M26473,32.68297,-116.84868
910M26474,910M26474,32.64957,-116.80746
910M26477,910M26477,32.6943,-116.90972
910M26480,910M26480,32.58555,-117.01862
910M26481,910M26481,32.67157,-116.86492
910M26484,910M26484,32.6514,-116.87255
910M26487,910M26487,32.58525,-116.89776
910OTJMC4,910OTJMC4,32.63747,-116.88405
910OTJMC5,910OTJMC5,32.63361,-116.88603
910OTJMC5,910S06570,32.63481,-116.88541
910OTJMC5,SMC06570,32.63481,-116.88541
910OTPOG3,910OTPOG3,32.60888,-117.02114
910S14762,910S14762,32.64787,-116.86999
910S14762,SMC14762,32.64787,-116.86999
911CCH80x,911CCH80x,32.78803,-116.49761
911CCH80x,TJCT2,32.78803,-116.49761
911COPPER,911COPPER,32.5616,-116.8291
911DMP000,911DMP000,32.554658,-117.063641
911KCKCRx,TJKT1,32.78751,-116.451054
911KCKCRX,911KCKCRx,32.78745,-116.451
911KCKCRX,911KCKCRX,32.78745,-116.451
911KCKTC5,911KCKTC5,32.723225,-116.490296
911LAP,911LAP,32.70021,-116.48152
911M24901,911M24901,32.61873,-116.32102
911M24902,911M24902,32.71355,-116.63849
911M24906,911M24906,32.63231,-116.74848
911M24910,911M24910,32.64996,-116.68761
911M24912,911M24912,32.55157,-117.05419
911M24913,911M24913,32.59027,-116.51532
911M24916,911M24916,32.54938,-116.99128
911M24917,911M24917,32.85591,-116.50912
911M24918,911M24918,32.68312,-116.65098
911M24921,911M24921,32.86679,-116.51777
911M24926,911M24926,32.59782,-116.65687
911M24928,911M24928,32.55964,-117.11504
911M24929,911M24929,32.64106,-116.57426
911M24932,911M24932,32.55652,-116.87081
911M24933,911M24933,32.79945,-116.49795
911M24934,911M24934,32.76761,-116.65057
911M24944,911M24944,32.54969,-116.97022
911M24945,911M24945,32.74334,-116.46741
911M24948,911M24948,32.56013,-116.8785
911M24949,911M24949,32.80946,-116.43979
911M24950,911M24950,32.58846,-116.73921
911M24957,911M24957,32.67449,-116.5657
911M24960,911M24960,32.56017,-117.02533
911M24961,911M24961,32.67395,-116.3698
911M24964,911M24964,32.57338,-116.90976
911M24965,911M24965,32.60637,-116.34528
911M24966,911M24966,32.68752,-116.61186
911M24973,911M24973,32.79901,-116.58427
911M24974,911M24974,32.62582,-116.68628
911M24976,911M24976,32.55299,-117.07363
911M24977,911M24977,32.64241,-116.50102
911M24981,911M24981,32.83264,-116.54798
911M24982,911M24982,32.68804,-116.67813
911M24985,911M24985,32.87461,-116.49512
911M24990,911M24990,32.61382,-116.67219
911M24992,911M24992,32.55195,-117.10576
911M24993,911M24993,32.63174,-116.37804
911M24996,911M24996,32.55547,-116.89603
911M24997,911M24997,32.84127,-116.44406
911M25005,911M25005,32.71422,-116.49689
911M25008,911M25008,32.55116,-116.96871
911M25009,911M25009,32.71446,-116.41592
911M25012,911M25012,32.56526,-116.89698
911M25013,911M25013,32.77953,-116.43409
911M25020,911M25020,32.55085,-117.08056
911M25021,911M25021,32.71687,-116.49844
911M25024,911M25024,32.5501,-116.99478
911M25025,911M25025,32.67737,-116.39674
911M25028,911M25028,32.57142,-116.91358
911M25029,911M25029,32.81269,-116.56972
911M25030,911M25030,32.72329,-116.64156
911M25033,911M25033,32.88592,-116.50108
911M25037,911M25037,32.78858,-116.62532
911M25038,911M25038,32.64409,-116.68098
911M25040,911M25040,32.55119,-117.05063
911M25041,911M25041,32.58614,-116.55097
911M25044,911M25044,32.57938,-116.83416
911M25045,911M25045,32.81565,-116.56533
911M25046,911M25046,32.72029,-116.66481
911M25049,911M25049,32.88078,-116.52276
911M25050,911M25050,32.7041,-116.72743
911M25054,911M25054,32.60433,-116.68316
911M25056,911M25056,32.55468,-117.127
911M25057,911M25057,32.6137,-116.42894
911M25060,911M25060,32.55558,-116.88347
911M25061,911M25061,32.82525,-116.44589
911M25062,911M25062,32.59036,-116.73252
911M25069,911M25069,32.70972,-116.52693
911M25072,911M25072,32.56216,-116.9649
911M25073,911M25073,32.73072,-116.41269
911M25076,911M25076,32.56624,-116.89186
911M25077,911M25077,32.78397,-116.38864
911M25078,911M25078,32.60178,-116.76986
911M25082,911M25082,32.63647,-116.5928
911M25084,911M25084,32.55406,-117.09142
911M25085,911M25085,32.7458,-116.4859
911M25088,911M25088,32.5613,-116.99384
911M25089,911M25089,32.71467,-116.46669
911M25092,911M25092,32.5776,-116.75822
911M25093,911M25093,32.80787,-116.53946
911M25094,911M25094,32.75304,-116.60125
911M25097,911M25097,32.87513,-116.46798
911M25102,911M25102,32.62212,-116.61274
911M25105,911M25105,32.63095,-116.55589
911M25108,911M25108,32.56119,-116.87259
911M25109,911M25109,32.84303,-116.52665
911M25110,911M25110,32.72215,-116.66248
911M25120,911M25120,32.55221,-117.12187
911M25121,911M25121,32.62174,-116.43291
911M25124,911M25124,32.57721,-116.89752
911M25125,911M25125,32.8146,-116.38051
911M25126,911M25126,32.60259,-116.71864
911M25133,911M25133,32.68407,-116.54956
911M25136,911M25136,32.55784,-117.03543
911M25137,911M25137,32.746,-116.40757
911M25140,911M25140,32.55839,-116.91346
911M25141,911M25141,32.88487,-116.44196
911M25146,911M25146,32.63698,-116.66119
911M25148,911M25148,32.54725,-117.09532
911M25149,911M25149,32.74694,-116.55024
911M25152,911M25152,32.55452,-117.00957
911M25153,911M25153,32.69561,-116.63567
911M25156,911M25156,32.56964,-116.77785
911M25157,911M25157,32.6367,-116.31685
911M25158,911M25158,32.70321,-116.62092
911M25162,911M25162,32.63374,-116.74521
911M25165,911M25165,32.80071,-116.60694
911M25166,911M25166,32.65676,-116.69491
911M25168,911M25168,32.5549,-117.05969
911M25169,911M25169,32.61257,-116.48717
911M25172,911M25172,32.54973,-116.9985
911M25173,911M25173,32.81325,-116.49299
911M25174,911M25174,32.70383,-116.6734
911M25177,911M25177,32.86787,-116.50025
911M25182,911M25182,32.59484,-116.66679
911M25184,911M25184,32.54713,-117.11857
911M25185,911M25185,32.59762,-116.41987
911M25188,911M25188,32.55602,-116.87246
911M25189,911M25189,32.80902,-116.49295
911M25190,911M25190,32.75945,-116.64531
911M25200,911M25200,32.55907,-116.96345
911M25201,911M25201,32.75467,-116.45121
911M25204,911M25204,32.56725,-116.88812
911M25205,911M25205,32.80948,-116.42403
911M25206,911M25206,32.58858,-116.745
911M25212,911M25212,32.55231,-117.08692
911M25213,911M25213,32.70463,-116.53654
911M25216,911M25216,32.55968,-117.02688
911M25217,911M25217,32.69361,-116.39832
911M25220,911M25220,32.57282,-116.90548
911M25221,911M25221,32.6981,-116.34368
911M25222,911M25222,32.67793,-116.59185
911M25229,911M25229,32.77282,-116.63961
911M25230,911M25230,32.63341,-116.68342
911M25232,911M25232,32.55404,-117.06937
911M25233,911M25233,32.66769,-116.51798
911M25237,911M25237,32.8363,-116.54235
911M25238,911M25238,32.68095,-116.69734
911M25246,911M25246,32.59164,-116.69243
911M25248,911M25248,32.54932,-117.11807
911M25249,911M25249,32.62721,-116.37555
911M25252,911M25252,32.55863,-116.90157
911M25253,911M25253,32.8164,-116.41633
911M25261,911M25261,32.70021,-116.48063
911M25264,911M25264,32.55037,-116.96908
911M25265,911M25265,32.71561,-116.46566
911M25268,911M25268,32.5599,-116.89397
911M25269,911M25269,32.79095,-116.39203
911M25274,911M25274,32.65869,-116.60079
911M25276,911M25276,32.55028,-117.07808
911M25277,911M25277,32.734,-116.47848
911M25280,911M25280,32.56044,-116.99882
911M25281,911M25281,32.66895,-116.47441
911M25284,911M25284,32.56937,-116.91415
911M25285,911M25285,32.80509,-116.56905
911M25286,911M25286,32.7254,-116.62545
911M25289,911M25289,32.89812,-116.50138
911M25293,911M25293,32.78948,-116.58536
911M25294,911M25294,32.59349,-116.62161
911M25297,911M25297,32.60362,-116.56946
911M25300,911M25300,32.56777,-116.82777
911M25301,911M25301,32.82006,-116.56154
911M25302,911M25302,32.70987,-116.66692
911M25304,911M25304,32.58324,-116.83491
911M25305,911GSCAPV,32.89759,-116.52806
911M25305,911M25305,32.89877,-116.5284
911M25310,911M25310,32.61101,-116.67614
911M25312,911M25312,32.55572,-117.1277
911M25313,911M25313,32.65138,-116.43886
911M25316,911M25316,32.57712,-116.89789
911M25317,911M25317,32.82537,-116.40008
911M25318,911M25318,32.58959,-116.71434000000001
911M25325,911M25325,32.70463,-116.50974
911M25328,911M25328,32.56302,-116.99058
911M25329,911M25329,32.725,-116.38335
911M25332,911M25332,32.5691,-116.89521
911M25333,911M25333,32.77299,-116.39366
911M25334,911M25334,32.59398,-116.79271
911M25338,911M25338,32.65414,-116.64238
911M25340,911M25340,32.5528,-117.09695
911M25341,911M25341,32.72972,-116.54145
911M25344,911M25344,32.56012,-117.01778
911M25345,911M25345,32.68166,-116.62614
911M25348,911M25348,32.56655,-116.75188
911M25349,911M25349,32.76831,-116.54503
911M25350,911M25350,32.76333,-116.60052
911M25353,911M25353,32.87252,-116.48804
911M25358,911M25358,32.58907,-116.61621
911M25361,911M25361,32.6495,-116.56164
911M25364,911M25364,32.56328,-116.87105
911M25366,911M25366,32.73801,-116.64446
911M25369,911M25369,32.9127,-116.48612
911M25373,911M25373,32.77651,-116.64699
911M25376,911M25376,32.53787,-117.08656
911M25377,911M25377,32.64741,-116.47047
911M25380,911M25380,32.56995,-116.88244
911M25381,911M25381,32.76996,-116.46873
911M25382,911M25382,32.60959,-116.70607
911M25389,911M25389,32.68045,-116.55563
911M25392,911M25392,32.558839999999996,-117.03354
911M25393,911M25393,32.76141,-116.39675
911M25396,911M25396,32.55403,-116.91288
911M25397,911M25397,32.87772,-116.4596
911M25402,911M25402,32.65596,-116.66067
911M25404,911M25404,32.55237,-117.0982
911M25405,911M25405,32.74993,-116.58362
911M25408,911M25408,32.55423,-117.00808
911M25409,911M25409,32.71866,-116.60701
911M25412,911M25412,32.56669,-116.78234
911M25413,911M25413,32.64723,-116.35766
911M25414,911M25414,32.67894,-116.60778
911M25421,911M25421,32.79855,-116.59769
911M25422,911M25422,32.66458,-116.67943
911M25424,911M25424,32.55265,-117.05611
911M25425,911M25425,32.60018,-116.5017
911M25429,911M25429,32.85014,-116.48989
911M25430,911M25430,32.71874,-116.68047
911M25433,911M25433,32.86325,-116.50171
911M25438,911M25438,32.61166,-116.67491
911M25440,911M25440,32.54632,-117.11543
911M25441,911M25441,32.65906,-116.41054
911M25444,911M25444,32.55604,-116.87599
911M25445,911M25445,32.79967,-116.48537
911M25446,911M25446,32.76009,-116.65765
911M25453,911M25453,32.67716,-116.52554
911M25456,911M25456,32.55626,-116.96478
911M25457,911M25457,32.72705,-116.42793
911M25460,911M25460,32.56875,-116.88705
911M25461,911M25461,32.80677,-116.45443
911M25462,911M25462,32.58822,-116.74825
911M25468,911M25468,32.54736,-117.08852
911M25469,911M25469,32.72908,-116.49079
911M25472,911M25472,32.55903,-117.0315
911M25473,911M25473,32.70473,-116.39441
911M25476,911M25476,32.56568,-116.91308
911M25477,911M25477,32.67709,-116.33319
911M25478,911M25478,32.76526,-116.63323
911M25485,911M25485,32.77328,-116.63712
911M25486,911M25486,32.64725,-116.68461
911M25488,911M25488,32.55557,-117.06275
911M25489,911M25489,32.60455,-116.55057
911M25492,911M25492,32.56256,-116.99125
911M25493,911M25493,32.83691,-116.52897
911M25494,911M25494,32.70015,-116.64403
911M25498,911M25498,32.71531,-116.72862
911M25502,911M25502,32.58019,-116.69517
911M25504,911M25504,32.55855,-117.12535
911M25505,911M25505,32.64885,-116.38934
911M25508,911M25508,32.55442,-116.90562
911M25509,911M25509,32.85502,-116.41487
911M25510,911M25510,32.61624,-116.74282
911M25517,911M25517,32.70361,-116.48938
911M25520,911M25520,32.56237,-116.96984
911M25521,911M25521,32.72019,-116.4517
911M25524,911M25524,32.56303,-116.89304
911M25525,911M25525,32.80875,-116.36776
911M25526,911M25526,32.58106,-116.76922
911M25530,911M25530,32.62728,-116.62325
911M25532,911M25532,32.54151,-117.08779
911M25533,911M25533,32.74827,-116.51361
911M25536,911M25536,32.55847,-117.00277
911M25537,911M25537,32.68495,-116.43223
911M25540,911M25540,32.566160000000004,-116.91318
911M25541,911M25541,32.80174,-116.55941
911M25542,911M25542,32.725,-116.59881
911M25545,911M25545,32.89743,-116.51281
911M25549,911M25549,32.79381,-116.61363
911M25550,911M25550,32.58306,-116.63495
911M25553,911M25553,32.66089,-116.55625
911M25556,911M25556,32.56784,-116.86842
911M25557,911M25557,32.82709,-116.55438
911M25558,911M25558,32.7257,-116.65685
911M25560,911M25560,32.58732,-116.83257
911M25561,911M25561,32.89254,-116.52836
911M25566,911M25566,32.60971,-116.69847
911M25568,911M25568,32.55289,-117.12335
911M25569,911M25569,32.66603,-116.43016
911M25572,911M25572,32.57645,-116.90041
911M25573,911M25573,32.83912,-116.3803
911M25574,911M25574,32.59073,-116.7208
911M25581,911M25581,32.7048,-116.5084
911M25585,911M25585,32.75818,-116.38452
911M25588,911M25588,32.57024,-116.89469
911M25589,911M25589,32.76224,-116.38315
911M25590,911M25590,32.60809,-116.77398
911M25594,911M25594,32.65718,-116.62415
911M25596,911M25596,32.54727,-117.09333
911M25597,911M25597,32.72097,-116.53035
911M25600,911M25600,32.55874,-117.0166
911M25601,911M25601,32.68415,-116.64067
911M25604,911M25604,32.57803,-116.7099
911M25605,911M25605,32.844970000000004,-116.49713
911M25606,911M25606,32.69294,-116.66345
911M25609,911M25609,32.88804,-116.48167
911M25614,911M25614,32.58551,-116.59212
911M25616,911M25616,32.55423,-117.11548
911M25617,911M25617,32.65611,-116.57745
911M25620,911M25620,32.56521,-116.84973
911M25621,911M25621,32.78079,-116.49496
911M25622,911M25622,32.73565,-116.65291
911M25625,911M25625,32.91422,-116.51062
911M25633,911M25633,32.74946,-116.43053
911M25636,911M25636,32.56986,-116.87918
911M25637,911M25637,32.76945,-116.45033
911M25638,911M25638,32.61834,-116.71295
911M25645,911M25645,32.67399,-116.57721
911M25648,911M25648,32.55767,-117.03919
911M25649,911M25649,32.75117,-116.40084
911M25652,911M25652,32.5539,-116.90609
911M25653,911M25653,32.86613,-116.45582
911M25658,911M25658,32.66721,-116.65359
911M25660,911M25660,32.55147,-117.10351
911M25661,911M25661,32.72608,-116.56621
911M25664,911M25664,32.54416,-117.0142
911M25665,911M25665,32.71601,-116.58668
911M25668,911M25668,32.56362,-116.79033
911M25669,911M25669,32.6468,-116.34588
911M25670,911M25670,32.6924,-116.59727
911M25677,911M25677,32.79514,-116.59033
911M25678,911M25678,32.66815,-116.68413
911M25680,911M25680,32.55159,-117.07564
911M25681,911M25681,32.61037,-116.49813
911M25685,911M25685,32.82795,-116.52212
911M25686,911M25686,32.68969,-116.68195
911M25689,911M25689,32.87843,-116.5216
