BiostimVar,BSPretty,Response,BIgoal,Stratum,BIgoal2,n.cal,n.val,PseudoR2,AccRate_Cal,AccRate_Val,n_withinCal,n_withinVal,AccRate_withinCal,AccRate_withinVal,Int,Int.p,Coef,Coef.p,p50,p50.l95,p50.u95,p80,p80.l95,p80.u95,p90,p90.l95,p90.u95,p95,p95.l95,p95.u95
Nitrogen_Total_mgPerL,Total N,ASCI_D,RegDist25,Arid,Dist25,519,171,0.11754739396239144,0.7764932562620424,0.8011695906432749,100,28,0.8266666666666667,0.7857142857142857,1.5745523079612833,7.372950478221e-35,-0.36225371535862444,5.2374721540121443e-11,Inf,Inf,Inf,2.4804804804804803,1.8558558558558558,Inf,1.3783783783783783,0.7717717717717718,2.018018018018018,0.7357357357357357,0.05405405405405406,1.3303303303303302
Nitrogen_Total_mgPerL,Total N,ASCI_D,RegDist25,Wet,Dist25,275,100,2.3969283731783975e-4,0.7454545454545455,0.77,56,19,0.6979166666666666,0.7368421052631579,1.1190542464537094,1.6585327982460436e-7,-0.46748072551076175,0.7829923700586068,Inf,0.5045045045045045,Inf,1.4984984984984986,0.24924924924924924,Inf,0.7957957957957957,0.13813813813813813,Inf,0.4144144144144144,-Inf,Inf
Nitrogen_Total_mgPerL,Total N,ASCI_D,RegDist50,Arid,Dist50,519,171,0.2198316641137631,0.7475915221579962,0.6608187134502924,100,28,0.7405,0.544047619047619,1.0110683456170013,1.0541894742745045e-13,-1.6768292706073151,3.513734904453768e-12,0.9279279279279279,0.7657657657657657,1.1861861861861862,0.3933933933933934,0.2702702702702703,0.5195195195195195,0.2072072072072072,0.057057057057057055,0.32432432432432434,0.10510510510510511,-Inf,0.23123123123123124
Nitrogen_Total_mgPerL,Total N,ASCI_D,RegDist50,Wet,Dist50,275,100,0.0026758641197826005,0.5672727272727273,0.5,56,19,0.4785714285714286,0.5323308270676692,0.1825686313964642,0.3358192409182125,-1.5489568950410475,0.31939307271291095,0.7507507507507507,0.3033033033033033,Inf,0.2822822822822823,0.12012012012012012,Inf,0.14114114114114115,-Inf,Inf,0.06906906906906907,-Inf,Inf
Nitrogen_Total_mgPerL,Total N,ASCI_D,StateDist25,California,Dist25,794,271,0.15805453753890386,0.809823677581864,0.7896678966789668,156,47,0.8253205128205128,0.7938196555217831,1.6398531900639608,2.1758549761169856e-55,-0.6768954149646479,9.959562416743009e-15,2.9069069069069067,2.3783783783783785,Inf,1.3753753753753755,1.0810810810810811,1.7777777777777777,0.7687687687687688,0.5015015015015015,1.06006006006006,0.4144144144144144,0.12312312312312312,0.6786786786786787
Nitrogen_Total_mgPerL,Total N,ASCI_D,StateDist50,California,Dist50,794,271,0.1953806524677726,0.7103274559193955,0.7121771217712177,156,47,0.6824786324786325,0.7063829787234043,0.90609403136533,2.804590256459028e-17,-2.727079398627862,1.1716089015124323e-15,0.5465465465465466,0.4624624624624625,0.6756756756756757,0.22822822822822822,0.16816816816816815,0.2882882882882883,0.11711711711711711,0.04804804804804805,0.17717717717717718,0.06006006006006006,-Inf,0.12012012012012012
Nitrogen_Total_mgPerL,Total N,ASCI_H,BCG3,Arid,BCG3,519,171,0.2401305100669907,0.7379576107899807,0.783625730994152,100,28,0.6871666666666667,0.7797619047619048,0.45033077117291476,0.00690340951116866,-4.316655797158632,2.3978641688550762e-11,0.29429429429429427,0.24024024024024024,0.36336336336336333,0.11411411411411411,0.04804804804804805,0.16516516516516516,0.057057057057057055,-Inf,0.1111111111111111,0.02702702702702703,-Inf,0.08708708708708708
Nitrogen_Total_mgPerL,Total N,ASCI_H,BCG3,California,BCG3,794,271,0.17808990506300648,0.6876574307304786,0.7011070110701108,156,47,0.661965811965812,0.6936170212765957,0.3724514450962495,0.0013092310927736634,-4.0960133438846045,1.3634111868581817e-13,0.3003003003003003,0.25225225225225223,0.37237237237237236,0.11411411411411411,0.07207207207207207,0.15315315315315314,0.057057057057057055,0.003003003003003003,0.0990990990990991,0.02702702702702703,-Inf,0.07207207207207207
Nitrogen_Total_mgPerL,Total N,ASCI_H,BCG3,Wet,BCG3,275,100,0.01138322366143052,0.5890909090909091,0.57,56,19,0.5770833333333333,0.5210526315789473,0.26269737762726275,0.18284158735466044,-3.3605102206052138,0.04757558185679435,0.35435435435435436,0.2132132132132132,Inf,0.13513513513513514,0.05405405405405406,Inf,0.06606606606606606,-Inf,0.18018018018018017,0.03303303303303303,-Inf,0.10510510510510511
Nitrogen_Total_mgPerL,Total N,ASCI_H,BCG4,Arid,BCG4,519,171,0.16424416055451518,0.7842003853564548,0.8070175438596491,100,28,0.8216666666666667,0.7523809523809524,1.5381271629091327,6.38643006967479e-33,-0.5328229885800617,1.0966421577808654e-12,Inf,2.8828828828828827,Inf,1.6516516516516517,1.2432432432432432,2.1831831831831834,0.9129129129129129,0.4954954954954955,1.3303303303303302,0.48648648648648646,0.018018018018018018,0.8888888888888888
Nitrogen_Total_mgPerL,Total N,ASCI_H,BCG4,California,BCG4,794,271,0.19753900721690587,0.8488664987405542,0.8597785977859779,156,47,0.8739316239316239,0.812968591691996,2.0476441789826296,6.370763130517355e-67,-0.6837768690512404,1.0299099358891801e-16,Inf,2.7627627627627627,Inf,1.6936936936936937,1.3603603603603605,2.144144144144144,0.990990990990991,0.6966966966966966,1.3213213213213213,0.5525525525525525,0.23723723723723725,0.8498498498498498
Nitrogen_Total_mgPerL,Total N,ASCI_H,BCG4,Wet,BCG4,275,100,3.052337846087827e-5,0.9781818181818182,0.95,56,19,0.9672619047619048,0.9022556390977443,3.8233434479765047,1.965142695640124e-9,-0.21416310355607168,0.9662538980163903,Inf,0.46546546546546547,Inf,Inf,0.3303303303303303,Inf,Inf,0.25225225225225223,Inf,Inf,0.1831831831831832,Inf
Nitrogen_Total_mgPerL,Total N,ASCI_H,Ref01,Arid,Ref01,519,171,0.13378122926219915,0.7302504816955684,0.7309941520467836,100,28,0.78,0.6797619047619048,1.092328345335203,1.0952591879698464e-20,-0.5418473438412392,8.300246782355361e-11,2.960960960960961,2.354354354354354,Inf,1.2732732732732732,0.9099099099099099,1.7447447447447448,0.6756756756756757,0.2882882882882883,1.048048048048048,0.3483483483483483,-Inf,0.7117117117117117
Nitrogen_Total_mgPerL,Total N,ASCI_H,Ref01,California,Ref01,794,271,0.1554885993274293,0.7959697732997482,0.7822878228782287,156,47,0.8226495726495726,0.75177304964539,1.558683178764398,4.471401377397561e-52,-0.7078487065025227,2.3012864455704914e-14,2.6966966966966965,2.201201201201201,Inf,1.2582582582582582,0.984984984984985,1.6336336336336337,0.6966966966966966,0.44744744744744747,0.9669669669669669,0.37237237237237236,0.0990990990990991,0.6216216216216216
Nitrogen_Total_mgPerL,Total N,ASCI_H,Ref01,Wet,Ref01,275,100,3.517740572522854e-5,0.9309090909090909,0.89,56,19,0.8988095238095238,0.8578947368421053,2.5809486628939102,3.1845693768472454e-12,0.21056646877792473,0.9447624564278273,Inf,0.5525525525525525,Inf,Inf,0.3213213213213213,Inf,Inf,0.1921921921921922,Inf,Inf,-Inf,Inf
Nitrogen_Total_mgPerL,Total N,ASCI_H,Ref10,Arid,Ref10,519,171,0.2688226396785758,0.7687861271676301,0.7368421052631579,100,28,0.7608333333333334,0.7380952380952381,1.0966848717227538,6.320479435126153e-13,-2.888971613084583,4.467421440753641e-14,0.5555555555555556,0.46846846846846846,0.6786786786786787,0.23723723723723725,0.15915915915915915,0.30930930930930933,0.12612612612612611,0.02702702702702703,0.2012012012012012,0.06306306306306306,-Inf,0.14414414414414414
Nitrogen_Total_mgPerL,Total N,ASCI_H,Ref10,California,Ref10,794,271,0.25232217225922027,0.7707808564231738,0.7306273062730627,156,47,0.7350427350427351,0.7141843971631205,1.3510320624725576,6.06694475135681e-31,-3.2769940160161903,3.0899666446703297e-19,0.5375375375375375,0.4624624624624625,0.6456456456456456,0.24024024024024024,0.1891891891891892,0.29429429429429427,0.12912912912912913,0.06906906906906907,0.1831831831831832,0.06906906906906907,-Inf,0.12312312312312312
Nitrogen_Total_mgPerL,Total N,ASCI_H,Ref10,Wet,Ref10,275,100,0.016497700902321277,0.7781818181818182,0.73,56,19,0.6979166666666666,0.7052631578947368,1.6502375903291582,1.565510107392225e-12,-3.728295670243721,0.031215814940461762,0.5285285285285285,0.3183183183183183,Inf,0.24924924924924924,0.15915915915915915,1.7507507507507507,0.13813813813813813,0.04504504504504504,0.5795795795795796,0.07507507507507508,-Inf,0.17717717717717718
Nitrogen_Total_mgPerL,Total N,ASCI_H,Ref30,Arid,Ref30,519,171,0.2601197328153938,0.7475915221579962,0.7485380116959064,100,28,0.718,0.8,0.7004982194575854,2.1060243413028535e-5,-4.246280150641509,1.0672492540899116e-12,0.32732732732732733,0.2732732732732733,0.3993993993993994,0.13213213213213212,0.06906906906906907,0.18018018018018017,0.06606606606606606,-Inf,0.12312312312312312,0.03303303303303303,-Inf,0.09309309309309309
Nitrogen_Total_mgPerL,Total N,ASCI_H,Ref30,California,Ref30,794,271,0.20112162080723628,0.6889168765743073,0.7084870848708487,156,47,0.6229700854700855,0.7685410334346504,0.6660623604801443,7.670750881482883e-9,-4.105149967537399,1.343200085792416e-15,0.3333333333333333,0.2822822822822823,0.40540540540540543,0.13213213213213212,0.09009009009009009,0.17117117117117117,0.06606606606606606,0.015015015015015015,0.10810810810810811,0.03303303303303303,-Inf,0.07807807807807808
Nitrogen_Total_mgPerL,Total N,ASCI_H,Ref30,Wet,Ref30,275,100,0.010387052218289838,0.5709090909090909,0.61,56,19,0.4568452380952381,0.66203007518797,0.5658305017113361,0.004088919401126693,-3.1096963149143875,0.05691028172982363,0.42342342342342343,0.24624624624624625,Inf,0.16816816816816815,0.09009009009009009,Inf,0.08408408408408408,-Inf,Inf,0.04204204204204204,-Inf,3
Nitrogen_Total_mgPerL,Total N,ASCI_H,RegDist25,Arid,Dist25,519,171,0.14686514102674542,0.7976878612716763,0.8304093567251462,100,28,0.85,0.7666666666666667,1.680092565701163,6.48143881294036e-37,-0.431730810942854,1.9372143538315863e-12,Inf,Inf,Inf,2.204204204204204,1.6726726726726726,2.915915915915916,1.2372372372372373,0.7147147147147147,1.7777777777777777,0.6666666666666666,0.07807807807807808,1.1801801801801801
Nitrogen_Total_mgPerL,Total N,ASCI_H,RegDist25,Wet,Dist25,275,100,0.015391784646813234,0.76,0.71,56,19,0.6830357142857143,0.7052631578947368,1.533068303263894,1.5038262221974113e-11,-3.61681708826859,0.03405340415300919,0.5225225225225225,0.3123123123123123,Inf,0.24024024024024024,0.15015015015015015,1.981981981981982,0.13213213213213212,0.03303303303303303,0.6006006006006006,0.06906906906906907,-Inf,0.17117117117117117
Nitrogen_Total_mgPerL,Total N,ASCI_H,RegDist50,Arid,Dist50,519,171,0.2138990616451245,0.7591522157996147,0.7134502923976608,100,28,0.7583333333333333,0.6845238095238095,0.9547135855003024,1.5457242269569567e-12,-1.6630416620912687,6.530865482822335e-12,0.9159159159159159,0.7537537537537538,1.1741741741741742,0.3843843843843844,0.26126126126126126,0.5105105105105106,0.2012012012012012,0.05105105105105105,0.3213213213213213,0.1021021021021021,-Inf,0.22822822822822822
Nitrogen_Total_mgPerL,Total N,ASCI_H,RegDist50,Wet,Dist50,275,100,0.009257520001774378,0.5854545454545454,0.53,56,19,0.5380952380952381,0.6349624060150376,0.3447416567126992,0.07754790245442472,-2.9702612359349985,0.07124753215826808,0.4114114114114114,0.23423423423423423,Inf,0.15615615615615616,0.07507507507507508,Inf,0.07807807807807808,-Inf,Inf,0.03903903903903904,-Inf,3
Nitrogen_Total_mgPerL,Total N,ASCI_H,StateDist25,California,Dist25,794,271,0.1685042614570713,0.809823677581864,0.8007380073800738,156,47,0.8408119658119658,0.776241134751773,1.6769050354014936,3.6689394202984667e-56,-0.727076659442545,5.914338715607745e-15,2.7417417417417416,2.249249249249249,Inf,1.3063063063063063,1.03003003003003,1.6816816816816818,0.7327327327327328,0.48348348348348347,1.006006006006006,0.3963963963963964,0.12312312312312312,0.6456456456456456
Nitrogen_Total_mgPerL,Total N,ASCI_H,StateDist50,California,Dist50,794,271,0.24809807822145735,0.7380352644836272,0.7121771217712177,156,47,0.6907051282051282,0.7060790273556231,1.1578205735308604,2.4674224688501673e-22,-4.171169443338382,4.646212274762358e-19,0.3933933933933934,0.33933933933933935,0.46846846846846846,0.17117117117117117,0.12912912912912913,0.21021021021021022,0.09009009009009009,0.03903903903903904,0.13213213213213212,0.04504504504504504,-Inf,0.09009009009009009
Nitrogen_Total_mgPerL,Total N,CSCI,BCG3,Arid,BCG3,728,245,0.10749533612232476,0.6730769230769231,0.6693877551020408,184,55,0.7275362318840579,0.6363636363636364,0.639501816435363,3.239396810907365e-12,-0.5102815848175176,8.685323687409241e-12,2.6636636636636637,2.129129129129129,Inf,1.0660660660660661,0.7567567567567568,1.4564564564564564,0.5465465465465466,0.21921921921921922,0.8588588588588588,0.27627627627627627,-Inf,0.5825825825825826
Nitrogen_Total_mgPerL,Total N,CSCI,BCG3,California,BCG3,1186,397,0.11332470586772925,0.7293423271500843,0.7455919395465995,305,96,0.763900798654897,0.7638888888888888,1.0438207533070107,4.9329132073309626e-45,-0.6869451409007667,5.887555325027132e-16,2.294294294294294,1.8888888888888888,2.933933933933934,0.978978978978979,0.7717717717717718,1.2582582582582582,0.5165165165165165,0.32732732732732733,0.7177177177177178,0.26726726726726724,0.06306306306306306,0.45345345345345345
Nitrogen_Total_mgPerL,Total N,CSCI,BCG3,Wet,BCG3,458,152,0.05204858634672427,0.8275109170305677,0.881578947368421,121,41,0.8244331426149608,0.9512195121951219,2.016204972740681,3.895487501875351e-30,-3.8087400365457613,5.23306110199302e-5,0.5885885885885885,0.4294294294294294,1.03003003003003,0.2972972972972973,0.21921921921921922,0.4774774774774775,0.17417417417417416,0.10810810810810811,0.26426426426426425,0.0960960960960961,0.009009009009009009,0.16216216216216217
Nitrogen_Total_mgPerL,Total N,CSCI,BCG4,Arid,BCG4,728,245,0.06458773548451113,0.7582417582417582,0.7224489795918367,184,55,0.8146739130434782,0.7924242424242425,1.4387096827628865,7.267503251526017e-45,-0.2118929790502762,1.600127612572422e-9,Inf,Inf,Inf,Inf,2.960960960960961,Inf,2.156156156156156,1.3213213213213213,Inf,1.1441441441441442,0.22822822822822822,2
Nitrogen_Total_mgPerL,Total N,CSCI,BCG4,California,BCG4,1186,397,0.07683664786036526,0.8288364249578415,0.8161209068010076,305,96,0.8679781420765027,0.8758680555555556,1.8509221480279454,1.8043522974084058e-96,-0.27916295630754046,1.8075433109388577e-14,Inf,Inf,Inf,Inf,2.984984984984985,Inf,2.141141141141141,1.5585585585585586,2.8768768768768767,1.1711711711711712,0.5975975975975976,1.7687687687687688
Nitrogen_Total_mgPerL,Total N,CSCI,BCG4,Wet,BCG4,458,152,0.052420173250904534,0.9323144104803494,0.9736842105263158,121,41,0.9325068870523416,0.9878048780487805,3.1144427963135293,3.085700254762687e-37,-2.820002230854981,8.31304910805058e-4,1.132132132132132,0.7597597597597597,2.5165165165165164,0.6816816816816816,0.4624624624624625,1.4414414414414414,0.45345345345345345,0.2972972972972973,0.9099099099099099,0.2852852852852853,0.14714714714714713,0.5435435435435435
Nitrogen_Total_mgPerL,Total N,CSCI,Ref01,Arid,Ref01,728,245,0.06157243753105168,0.7513736263736264,0.7224489795918367,184,55,0.8065217391304348,0.7924242424242425,1.3922289411719229,3.5216721422012216e-43,-0.20723590070844633,3.014735079101321e-9,Inf,Inf,Inf,Inf,2.9369369369369367,Inf,2.138138138138138,1.2972972972972974,Inf,1.1291291291291292,0.2042042042042042,1.996996996996997
Nitrogen_Total_mgPerL,Total N,CSCI,Ref01,California,Ref01,1186,397,0.07402443349827204,0.8246205733558178,0.8161209068010076,305,96,0.8625136612021858,0.8758680555555556,1.8086621249703445,8.30562348083099e-95,-0.27531697580976316,3.4316788682568225e-14,Inf,Inf,Inf,Inf,2.951951951951952,Inf,2.111111111111111,1.5315315315315314,2.84984984984985,1.1531531531531531,0.5765765765765766,1.7477477477477477
Nitrogen_Total_mgPerL,Total N,CSCI,Ref01,Wet,Ref01,458,152,0.05096111948138826,0.9301310043668122,0.9736842105263158,121,41,0.928374655647383,0.9878048780487805,3.0726974002480927,2.2435197044043585e-37,-2.7994583132922997,8.686759747702319e-4,1.1291291291291292,0.7567567567567568,2.5165165165165164,0.6756756756756757,0.45645645645645644,1.4324324324324325,0.44744744744744747,0.2912912912912913,0.8978978978978979,0.27927927927927926,0.14114114114114115,0.5315315315315315
Nitrogen_Total_mgPerL,Total N,CSCI,Ref10,Arid,Ref10,728,245,0.11038723299069197,0.6978021978021978,0.6816326530612244,184,55,0.7548007246376811,0.693939393939394,0.8187123086930748,1.262853096012492e-18,-0.46837010497168213,1.1581581121272304e-12,Inf,2.4954954954954953,Inf,1.2732732732732732,0.9279279279279279,1.7147147147147146,0.6606606606606606,0.3033033033033033,1.009009009009009,0.3363363363363363,-Inf,0.6756756756756757
Nitrogen_Total_mgPerL,Total N,CSCI,Ref10,California,Ref10,1186,397,0.11720183514125271,0.7495784148397976,0.7581863979848866,305,96,0.7896903460837887,0.8038194444444444,1.21525325851747,2.1016321840793392e-57,-0.6199625266522437,5.220994682548772e-17,2.7087087087087087,2.2432432432432434,Inf,1.1891891891891893,0.9459459459459459,1.5165165165165164,0.6366366366366366,0.42342342342342343,0.8708708708708709,0.3333333333333333,0.1021021021021021,0.5495495495495496
Nitrogen_Total_mgPerL,Total N,CSCI,Ref10,Wet,Ref10,458,152,0.07557024302757076,0.8558951965065502,0.9013157894736842,121,41,0.8592745638200183,0.9634146341463414,2.3513334671291215,3.997638858369593e-33,-4.636444724692529,4.949432434486731e-6,0.5435435435435435,0.4114114114114114,0.8588588588588588,0.2912912912912913,0.2222222222222222,0.4294294294294294,0.17717717717717718,0.11711711711711711,0.25225225225225223,0.0990990990990991,0.02702702702702703,0.15915915915915915
Nitrogen_Total_mgPerL,Total N,CSCI,Ref30,Arid,Ref30,728,245,0.08829698424295751,0.7197802197802198,0.7510204081632653,184,55,0.7060688405797101,0.7736363636363637,0.1380547103672507,0.1296849687463541,-0.5489260004865097,3.78882697082342e-9,2.0870870870870872,1.6186186186186187,2.954954954954955,0.7807807807807807,0.5015015015015015,1.135135135135135,0.38738738738738737,0.07507507507507508,0.6756756756756757,0.1921921921921922,-Inf,0.4744744744744745
Nitrogen_Total_mgPerL,Total N,CSCI,Ref30,California,Ref30,1186,397,0.08469878777150841,0.663575042158516,0.6876574307304786,305,96,0.66543365559759,0.6732638888888889,0.45995208861958414,4.064068977610312e-11,-0.7303906275066632,3.5361855402499195e-12,1.7447447447447448,1.3993993993993994,2.339339339339339,0.6816816816816816,0.5075075075075075,0.9159159159159159,0.34534534534534533,0.17417417417417416,0.5165165165165165,0.17417417417417416,-Inf,0.3363363363363363
Nitrogen_Total_mgPerL,Total N,CSCI,Ref30,Wet,Ref30,458,152,0.02731776886085635,0.6855895196506551,0.7105263157894737,121,41,0.662181253090344,0.7459349593495935,1.0892352308134872,4.655069694647748e-14,-3.04838574316169,6.51346667159543e-4,0.5255255255255256,0.3663663663663664,1.09009009009009,0.22522522522522523,0.15615615615615616,0.40540540540540543,0.11711711711711711,0.04204204204204204,0.2012012012012012,0.06006006006006006,-Inf,0.12612612612612611
Nitrogen_Total_mgPerL,Total N,CSCI,RegDist25,Arid,Dist25,728,245,0.0645582531190938,0.7568681318681318,0.7224489795918367,184,55,0.8146739130434782,0.7924242424242425,1.4312453718914948,1.3701116948658252e-44,-0.2123430908290281,1.556996993013908e-9,Inf,Inf,Inf,Inf,2.93993993993994,Inf,2.141141141141141,1.3123123123123124,Inf,1.135135135135135,0.22522522522522523,1.987987987987988
Nitrogen_Total_mgPerL,Total N,CSCI,RegDist25,Wet,Dist25,458,152,0.037482210212567146,0.7489082969432315,0.7894736842105263,121,41,0.7344953026771208,0.8313008130081301,1.4498263032709697,8.42840800928525e-21,-3.4998467867475767,1.4803877296805433e-4,0.5225225225225225,0.37537537537537535,0.963963963963964,0.23723723723723725,0.17117117117117117,0.3933933933933934,0.12912912912912913,0.06306306306306306,0.2072072072072072,0.06906906906906907,-Inf,0.12912912912912913
Nitrogen_Total_mgPerL,Total N,CSCI,RegDist50,Arid,Dist50,728,245,0.11087888159438697,0.6785714285714286,0.6530612244897959,184,55,0.7145833333333333,0.6606060606060606,0.5227813093982466,1.4711185912604315e-8,-0.5830452835623157,2.922905157245844e-11,2.2372372372372373,1.7807807807807807,Inf,0.8798798798798799,0.6126126126126126,1.2132132132132132,0.44744744744744747,0.15615615615615616,0.7177177177177178,0.22522522522522523,-Inf,0.4924924924924925
